timestamp,source_ip,destination_ip,protocol,port,event_type,failed_logins,connections,data_transfer,packet_size,request_frequency,authentication_status,user_account,host,severity_hint,anomaly_hint,scenario_id,bytes,risk_level
2026-09-01 08:10:51,192.168.1.20,192.168.1.20,TCP,53,Normal Traffic,0,1,3926,894,5,not_applicable,system,web-01,Low,False,baseline,3926,Low
2026-09-01 08:11:20,192.168.1.50,192.168.1.20,UDP,80,Normal Traffic,0,3,1015,647,5,not_applicable,system,web-01,Low,False,baseline,1015,Low
2026-09-01 08:11:51,192.168.1.30,192.168.1.20,TCP,53,Normal Traffic,0,1,3513,793,5,not_applicable,system,web-01,Low,False,baseline,3513,Low
2026-09-01 08:12:16,192.168.1.60,192.168.1.20,TCP,53,Normal Traffic,0,2,4820,502,7,not_applicable,system,web-01,Low,False,baseline,4820,Low
2026-09-01 08:12:47,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,692,658,5,success,alex.chen,auth-01,Low,False,baseline,692,Low
2026-09-01 08:13:31,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,8,14579,590,11,not_applicable,system,web-01,High,True,baseline,14579,High
2026-09-01 08:13:43,185.220.101.10,192.168.1.50,TCP,445,Malware Activity,0,6,23488,841,15,not_applicable,system,workstation-07,High,True,baseline,23488,High
2026-09-01 08:14:05,192.168.1.60,192.168.1.20,TCP,443,Data Transfer,0,3,3767,1024,8,not_applicable,system,web-01,Low,False,baseline,3767,Low
2026-09-01 08:14:13,192.168.1.60,192.168.1.30,TCP,443,Login Attempt,0,1,1191,597,3,success,alex.chen,auth-01,Low,False,baseline,1191,Low
2026-09-01 08:14:50,192.168.1.20,192.168.1.20,TCP,443,Data Transfer,0,1,8498,1140,2,not_applicable,system,web-01,Low,False,baseline,8498,Low
2026-09-01 08:15:33,185.220.101.10,192.168.1.20,TCP,3389,Suspicious Connection,0,6,11421,531,14,not_applicable,system,web-01,High,True,baseline,11421,High
2026-09-01 08:16:12,192.168.1.20,192.168.1.20,TCP,443,Data Transfer,0,1,3751,1111,8,not_applicable,system,web-01,Low,False,baseline,3751,Low
2026-09-01 08:16:28,91.108.4.100,192.168.1.50,TCP,445,Malware Activity,0,7,17834,942,14,not_applicable,system,workstation-07,High,True,baseline,17834,High
2026-09-01 08:17:03,192.168.1.30,192.168.1.20,TCP,443,Normal Traffic,0,2,2566,613,6,not_applicable,system,web-01,Low,False,baseline,2566,Low
2026-09-01 08:17:14,192.168.1.20,192.168.1.20,TCP,443,Normal Traffic,0,2,2373,1131,2,not_applicable,system,web-01,Low,False,baseline,2373,Low
2026-09-01 08:17:48,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,1288,360,5,success,alex.chen,auth-01,Low,False,baseline,1288,Low
2026-09-01 08:18:21,45.142.212.55,192.168.1.20,TCP,3389,Suspicious Connection,0,6,5280,654,22,not_applicable,system,web-01,High,True,baseline,5280,High
2026-09-01 08:18:29,192.168.1.60,192.168.1.30,TCP,443,Login Attempt,0,1,554,381,3,success,alex.chen,auth-01,Low,False,baseline,554,Low
2026-09-01 08:18:42,192.168.1.50,192.168.1.20,TCP,443,Data Transfer,0,1,4812,870,7,not_applicable,system,web-01,Low,False,baseline,4812,Low
2026-09-01 08:19:24,91.108.4.100,192.168.1.50,TCP,445,Malware Activity,0,5,10370,1130,17,not_applicable,system,workstation-07,High,True,baseline,10370,High
2026-09-01 08:20:17,192.168.1.20,192.168.1.20,TCP,53,Normal Traffic,0,2,2869,508,3,not_applicable,system,web-01,Low,False,baseline,2869,Low
2026-09-01 08:21:04,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,7,7635,1067,19,not_applicable,system,web-01,High,True,baseline,7635,High
2026-09-01 08:21:25,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,1396,353,5,success,morgan.lee,auth-01,Low,False,baseline,1396,Low
2026-09-01 08:21:41,192.168.1.20,192.168.1.30,TCP,443,Login Attempt,0,1,449,379,3,success,morgan.lee,auth-01,Low,False,baseline,449,Low
2026-09-01 08:22:35,185.220.101.10,192.168.1.50,TCP,445,Malware Activity,0,8,26604,1323,10,not_applicable,system,workstation-07,High,True,baseline,26604,High
2026-09-01 08:23:24,192.168.1.20,192.168.1.30,TCP,443,Login Attempt,0,1,916,389,1,success,morgan.lee,auth-01,Low,False,baseline,916,Low
2026-09-01 08:23:47,192.168.1.50,192.168.1.20,TCP,443,Normal Traffic,0,1,3762,921,3,not_applicable,system,web-01,Low,False,baseline,3762,Low
2026-09-01 08:24:07,91.108.4.100,192.168.1.50,TCP,445,Malware Activity,0,5,8702,785,8,not_applicable,system,workstation-07,High,True,baseline,8702,High
2026-09-01 08:24:54,192.168.1.60,192.168.1.20,UDP,53,Normal Traffic,0,2,3117,891,7,not_applicable,system,web-01,Low,False,baseline,3117,Low
2026-09-01 08:25:04,192.168.1.20,192.168.1.20,TCP,443,Normal Traffic,0,3,1805,1169,4,not_applicable,system,web-01,Low,False,baseline,1805,Low
2026-09-01 08:25:35,192.168.1.30,192.168.1.20,UDP,53,Normal Traffic,0,1,1379,407,1,not_applicable,system,web-01,Low,False,baseline,1379,Low
2026-09-01 08:25:43,185.220.101.10,192.168.1.50,TCP,445,Malware Activity,0,5,19139,1349,14,not_applicable,system,workstation-07,High,True,baseline,19139,High
2026-09-01 08:26:27,192.168.1.50,192.168.1.20,TCP,443,Normal Traffic,0,3,417,886,1,not_applicable,system,web-01,Low,False,baseline,417,Low
2026-09-01 08:27:09,192.168.1.60,192.168.1.20,TCP,53,Normal Traffic,0,2,4659,188,3,not_applicable,system,web-01,Low,False,baseline,4659,Low
2026-09-01 08:28:02,192.168.1.30,192.168.1.20,TCP,80,Normal Traffic,0,2,1774,1151,4,not_applicable,system,web-01,Low,False,baseline,1774,Low
2026-09-01 08:28:23,45.142.212.55,192.168.1.50,TCP,445,Malware Activity,0,4,21132,1088,9,not_applicable,system,workstation-07,High,True,baseline,21132,High
2026-09-01 08:29:00,192.168.1.60,192.168.1.20,UDP,53,Normal Traffic,0,3,2269,107,7,not_applicable,system,web-01,Low,False,baseline,2269,Low
2026-09-01 08:29:15,192.168.1.50,192.168.1.20,UDP,443,Normal Traffic,0,3,2330,614,5,not_applicable,system,web-01,Low,False,baseline,2330,Low
2026-09-01 08:29:59,192.168.1.60,192.168.1.20,UDP,53,Normal Traffic,0,1,4198,375,6,not_applicable,system,web-01,Low,False,baseline,4198,Low
2026-09-01 08:30:28,192.168.1.20,192.168.1.20,UDP,443,Normal Traffic,0,2,4686,1054,6,not_applicable,system,web-01,Low,False,baseline,4686,Low
2026-09-01 08:31:04,192.168.1.30,192.168.1.20,TCP,80,Normal Traffic,0,3,2301,225,5,not_applicable,system,web-01,Low,False,baseline,2301,Low
2026-09-01 08:31:57,192.168.1.60,192.168.1.20,TCP,80,Normal Traffic,0,1,1562,360,7,not_applicable,system,web-01,Low,False,baseline,1562,Low
2026-09-01 08:32:40,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,5,16461,446,17,not_applicable,system,web-01,High,True,baseline,16461,High
2026-09-01 08:33:15,192.168.1.30,192.168.1.20,TCP,443,Normal Traffic,0,1,1758,1115,2,not_applicable,system,web-01,Low,False,baseline,1758,Low
2026-09-01 08:34:06,192.168.1.60,192.168.1.20,TCP,443,Data Transfer,0,1,3558,899,6,not_applicable,system,web-01,Low,False,baseline,3558,Low
2026-09-01 08:34:21,192.168.1.30,192.168.1.20,UDP,53,Normal Traffic,0,3,560,314,2,not_applicable,system,web-01,Low,False,baseline,560,Low
2026-09-01 08:35:08,192.168.1.20,192.168.1.30,TCP,443,Login Attempt,0,1,1050,509,4,success,morgan.lee,auth-01,Low,False,baseline,1050,Low
2026-09-01 08:35:34,192.168.1.60,192.168.1.20,UDP,80,Normal Traffic,0,3,4412,971,6,not_applicable,system,web-01,Low,False,baseline,4412,Low
2026-09-01 08:36:07,192.168.1.20,192.168.1.30,TCP,443,Login Attempt,0,1,599,733,2,success,alex.chen,auth-01,Low,False,baseline,599,Low
2026-09-01 08:36:26,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,1443,449,2,success,alex.chen,auth-01,Low,False,baseline,1443,Low
2026-09-01 08:36:34,45.142.212.55,192.168.1.50,TCP,445,Malware Activity,0,9,10236,765,16,not_applicable,system,workstation-07,High,True,baseline,10236,High
2026-09-01 08:36:47,192.168.1.20,192.168.1.20,UDP,443,Normal Traffic,0,1,4234,1027,6,not_applicable,system,web-01,Low,False,baseline,4234,Low
2026-09-01 08:37:37,185.220.101.10,192.168.1.50,TCP,445,Malware Activity,0,8,20746,1245,14,not_applicable,system,workstation-07,High,True,baseline,20746,High
2026-09-01 08:38:15,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,5,15738,775,14,not_applicable,system,web-01,High,True,baseline,15738,High
2026-09-01 08:38:47,91.108.4.100,192.168.1.50,TCP,445,Malware Activity,0,6,25251,969,14,not_applicable,system,workstation-07,High,True,baseline,25251,High
2026-09-01 08:39:25,192.168.1.20,192.168.1.20,TCP,53,Normal Traffic,0,2,2546,281,3,not_applicable,system,web-01,Low,False,baseline,2546,Low
2026-09-01 08:40:01,192.168.1.20,192.168.1.20,TCP,80,Normal Traffic,0,2,3763,460,4,not_applicable,system,web-01,Low,False,baseline,3763,Low
2026-09-01 08:40:26,192.168.1.20,192.168.1.20,TCP,443,Data Transfer,0,1,4968,1254,9,not_applicable,system,web-01,Low,False,baseline,4968,Low
2026-09-01 08:41:05,45.142.212.55,192.168.1.20,TCP,3389,Suspicious Connection,0,10,9268,722,18,not_applicable,system,web-01,High,True,baseline,9268,High
2026-09-01 08:41:58,192.168.1.60,192.168.1.30,TCP,443,Login Attempt,0,1,1117,321,5,success,priya.shah,auth-01,Low,False,baseline,1117,Low
2026-09-01 08:42:31,192.168.1.60,192.168.1.20,TCP,443,Data Transfer,0,1,4881,823,7,not_applicable,system,web-01,Low,False,baseline,4881,Low
2026-09-01 08:42:40,192.168.1.20,192.168.1.20,TCP,443,Data Transfer,0,3,7033,1302,9,not_applicable,system,web-01,Low,False,baseline,7033,Low
2026-09-01 08:42:54,192.168.1.60,192.168.1.20,TCP,443,Data Transfer,0,3,2950,1135,7,not_applicable,system,web-01,Low,False,baseline,2950,Low
2026-09-01 08:43:29,192.168.1.20,192.168.1.30,TCP,443,Login Attempt,0,1,1429,634,1,success,morgan.lee,auth-01,Low,False,baseline,1429,Low
2026-09-01 08:44:22,45.142.212.55,192.168.1.20,TCP,3389,Suspicious Connection,0,9,10787,947,24,not_applicable,system,web-01,High,True,baseline,10787,High
2026-09-01 08:45:07,185.220.101.10,192.168.1.50,TCP,445,Malware Activity,0,5,23880,1113,8,not_applicable,system,workstation-07,High,True,baseline,23880,High
2026-09-01 08:45:19,192.168.1.50,192.168.1.20,TCP,443,Data Transfer,0,1,3712,790,6,not_applicable,system,web-01,Low,False,baseline,3712,Low
2026-09-01 08:45:27,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,912,607,3,success,morgan.lee,auth-01,Low,False,baseline,912,Low
2026-09-01 08:46:10,45.142.212.55,192.168.1.20,TCP,3389,Suspicious Connection,0,8,8064,819,12,not_applicable,system,web-01,High,True,baseline,8064,High
2026-09-01 08:47:01,192.168.1.60,192.168.1.20,UDP,53,Normal Traffic,0,3,712,637,5,not_applicable,system,web-01,Low,False,baseline,712,Low
2026-09-01 08:47:43,91.108.4.100,192.168.1.50,TCP,445,Malware Activity,0,5,22767,1211,11,not_applicable,system,workstation-07,High,True,baseline,22767,High
2026-09-01 08:48:25,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,9,8516,956,15,not_applicable,system,web-01,High,True,baseline,8516,High
2026-09-01 08:48:58,192.168.1.30,192.168.1.20,TCP,443,Normal Traffic,0,1,705,1129,4,not_applicable,system,web-01,Low,False,baseline,705,Low
2026-09-01 08:49:26,192.168.1.50,192.168.1.20,TCP,443,Normal Traffic,0,1,2899,1143,7,not_applicable,system,web-01,Low,False,baseline,2899,Low
2026-09-01 08:49:50,192.168.1.60,192.168.1.20,TCP,443,Data Transfer,0,2,3399,963,7,not_applicable,system,web-01,Low,False,baseline,3399,Low
2026-09-01 08:50:44,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,11,10509,482,14,not_applicable,system,web-01,High,True,baseline,10509,High
2026-09-01 08:51:31,192.168.1.60,192.168.1.20,TCP,443,Data Transfer,0,1,3219,1034,6,not_applicable,system,web-01,Low,False,baseline,3219,Low
2026-09-01 08:51:40,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,413,257,3,success,morgan.lee,auth-01,Low,False,baseline,413,Low
2026-09-01 08:52:26,192.168.1.30,192.168.1.20,UDP,80,Normal Traffic,0,1,2378,113,3,not_applicable,system,web-01,Low,False,baseline,2378,Low
2026-09-01 08:52:58,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,8,6437,673,24,not_applicable,system,web-01,High,True,baseline,6437,High
2026-09-01 08:53:08,192.168.1.60,192.168.1.20,TCP,443,Data Transfer,0,2,9779,1285,2,not_applicable,system,web-01,Low,False,baseline,9779,Low
2026-09-01 08:53:21,185.220.101.10,192.168.1.50,TCP,445,Malware Activity,0,7,11003,1155,14,not_applicable,system,workstation-07,High,True,baseline,11003,High
2026-09-01 08:53:33,91.108.4.100,192.168.1.50,TCP,445,Malware Activity,0,4,13410,868,12,not_applicable,system,workstation-07,High,True,baseline,13410,High
2026-09-01 08:53:47,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,6,5189,1037,14,not_applicable,system,web-01,High,True,baseline,5189,High
2026-09-01 08:54:25,192.168.1.60,192.168.1.20,TCP,53,Normal Traffic,0,1,542,1001,5,not_applicable,system,web-01,Low,False,baseline,542,Low
2026-09-01 08:55:19,185.220.101.10,192.168.1.50,TCP,445,Malware Activity,0,5,26686,871,8,not_applicable,system,workstation-07,High,True,baseline,26686,High
2026-09-01 08:55:58,91.108.4.100,192.168.1.50,TCP,445,Malware Activity,0,4,24986,1292,14,not_applicable,system,workstation-07,High,True,baseline,24986,High
2026-09-01 08:56:44,192.168.1.60,192.168.1.30,TCP,443,Login Attempt,0,1,444,473,2,success,alex.chen,auth-01,Low,False,baseline,444,Low
2026-09-01 08:56:57,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,993,647,3,success,priya.shah,auth-01,Low,False,baseline,993,Low
2026-09-01 08:57:09,192.168.1.60,192.168.1.30,TCP,443,Login Attempt,0,1,570,687,4,success,alex.chen,auth-01,Low,False,baseline,570,Low
2026-09-01 08:57:26,192.168.1.20,192.168.1.20,TCP,443,Normal Traffic,0,2,4906,924,5,not_applicable,system,web-01,Low,False,baseline,4906,Low
2026-09-01 08:57:57,192.168.1.20,192.168.1.20,UDP,53,Normal Traffic,0,1,1329,1072,4,not_applicable,system,web-01,Low,False,baseline,1329,Low
2026-09-01 08:58:38,192.168.1.30,192.168.1.20,TCP,53,Normal Traffic,0,3,1162,514,7,not_applicable,system,web-01,Low,False,baseline,1162,Low
2026-09-01 08:59:13,192.168.1.30,192.168.1.30,TCP,443,Login Attempt,0,1,1262,352,4,success,morgan.lee,auth-01,Low,False,baseline,1262,Low
2026-09-01 08:59:47,192.168.1.30,192.168.1.20,TCP,443,Normal Traffic,0,2,1716,560,5,not_applicable,system,web-01,Low,False,baseline,1716,Low
2026-09-01 09:00:20,192.168.1.50,192.168.1.20,UDP,80,Normal Traffic,0,3,1042,263,4,not_applicable,system,web-01,Low,False,baseline,1042,Low
2026-09-01 09:00:51,192.168.1.50,192.168.1.20,UDP,80,Normal Traffic,0,1,860,1170,1,not_applicable,system,web-01,Low,False,baseline,860,Low
2026-09-01 09:01:43,192.168.1.30,192.168.1.20,TCP,80,Normal Traffic,0,2,3992,772,3,not_applicable,system,web-01,Low,False,baseline,3992,Low
2026-09-01 09:02:20,192.168.1.60,192.168.1.20,TCP,80,Normal Traffic,0,3,1322,1144,5,not_applicable,system,web-01,Low,False,baseline,1322,Low
2026-09-01 09:02:56,185.220.101.10,192.168.1.50,TCP,445,Malware Activity,0,5,17204,1034,12,not_applicable,system,workstation-07,High,True,baseline,17204,High
2026-09-01 09:03:10,192.168.1.20,192.168.1.20,UDP,80,Normal Traffic,0,2,3071,872,4,not_applicable,system,web-01,Low,False,baseline,3071,Low
2026-09-01 09:03:48,192.168.1.50,192.168.1.20,TCP,443,Data Transfer,0,3,5162,872,8,not_applicable,system,web-01,Low,False,baseline,5162,Low
2026-09-01 09:04:12,192.168.1.50,192.168.1.20,TCP,80,Normal Traffic,0,2,2773,496,7,not_applicable,system,web-01,Low,False,baseline,2773,Low
2026-09-01 09:04:44,45.142.212.55,192.168.1.20,TCP,3389,Suspicious Connection,0,11,6667,1044,22,not_applicable,system,web-01,High,True,baseline,6667,High
2026-09-01 09:05:15,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,695,679,2,success,alex.chen,auth-01,Low,False,baseline,695,Low
2026-09-01 09:05:47,192.168.1.60,192.168.1.20,TCP,53,Normal Traffic,0,1,562,179,7,not_applicable,system,web-01,Low,False,baseline,562,Low
2026-09-01 09:06:34,192.168.1.60,192.168.1.20,TCP,53,Normal Traffic,0,2,1870,636,2,not_applicable,system,web-01,Low,False,baseline,1870,Low
2026-09-01 09:07:16,192.168.1.30,192.168.1.20,UDP,443,Normal Traffic,0,1,2352,1009,5,not_applicable,system,web-01,Low,False,baseline,2352,Low
2026-09-01 09:08:04,192.168.1.30,192.168.1.20,UDP,53,Normal Traffic,0,1,3123,835,1,not_applicable,system,web-01,Low,False,baseline,3123,Low
2026-09-01 09:08:35,192.168.1.30,192.168.1.30,TCP,443,Login Attempt,0,1,1454,245,5,success,priya.shah,auth-01,Low,False,baseline,1454,Low
2026-09-01 09:09:19,192.168.1.30,192.168.1.20,UDP,443,Normal Traffic,0,1,3615,928,3,not_applicable,system,web-01,Low,False,baseline,3615,Low
2026-09-01 09:10:10,192.168.1.50,192.168.1.20,TCP,443,Normal Traffic,0,1,3855,677,4,not_applicable,system,web-01,Low,False,baseline,3855,Low
2026-09-01 09:10:25,192.168.1.50,192.168.1.20,TCP,443,Normal Traffic,0,3,4948,1153,4,not_applicable,system,web-01,Low,False,baseline,4948,Low
2026-09-01 09:10:42,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,9,6840,752,16,not_applicable,system,web-01,High,True,baseline,6840,High
2026-09-01 09:11:29,192.168.1.30,192.168.1.20,TCP,443,Normal Traffic,0,3,493,577,4,not_applicable,system,web-01,Low,False,baseline,493,Low
2026-09-01 09:11:59,192.168.1.60,192.168.1.20,TCP,53,Normal Traffic,0,1,4563,1134,1,not_applicable,system,web-01,Low,False,baseline,4563,Low
2026-09-01 09:12:36,192.168.1.20,192.168.1.20,TCP,53,Normal Traffic,0,2,4979,745,6,not_applicable,system,web-01,Low,False,baseline,4979,Low
2026-09-01 09:13:07,192.168.1.20,192.168.1.20,TCP,53,Normal Traffic,0,3,4264,1039,5,not_applicable,system,web-01,Low,False,baseline,4264,Low
2026-09-01 09:13:41,192.168.1.50,192.168.1.20,UDP,443,Normal Traffic,0,3,3185,163,6,not_applicable,system,web-01,Low,False,baseline,3185,Low
2026-09-01 09:14:06,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,1369,403,5,success,morgan.lee,auth-01,Low,False,baseline,1369,Low
2026-09-01 09:14:29,192.168.1.30,192.168.1.30,TCP,443,Login Attempt,0,1,1245,613,5,success,priya.shah,auth-01,Low,False,baseline,1245,Low
2026-09-01 09:15:00,185.220.101.10,192.168.1.50,TCP,445,Malware Activity,0,7,10643,1295,11,not_applicable,system,workstation-07,High,True,baseline,10643,High
2026-09-01 09:15:24,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,1332,518,3,success,alex.chen,auth-01,Low,False,baseline,1332,Low
2026-09-01 09:15:33,91.108.4.100,192.168.1.50,TCP,445,Malware Activity,0,7,21878,974,9,not_applicable,system,workstation-07,High,True,baseline,21878,High
2026-09-01 09:15:41,192.168.1.30,192.168.1.20,TCP,53,Normal Traffic,0,1,3157,1120,5,not_applicable,system,web-01,Low,False,baseline,3157,Low
2026-09-01 09:16:10,192.168.1.30,192.168.1.20,TCP,80,Normal Traffic,0,2,334,557,2,not_applicable,system,web-01,Low,False,baseline,334,Low
2026-09-01 09:16:26,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,1097,628,5,success,morgan.lee,auth-01,Low,False,baseline,1097,Low
2026-09-01 09:17:03,192.168.1.60,192.168.1.30,TCP,443,Login Attempt,0,1,1483,656,4,success,morgan.lee,auth-01,Low,False,baseline,1483,Low
2026-09-01 09:17:35,192.168.1.50,192.168.1.20,UDP,80,Normal Traffic,0,3,2465,1053,1,not_applicable,system,web-01,Low,False,baseline,2465,Low
2026-09-01 09:17:48,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,8,13445,787,24,not_applicable,system,web-01,High,True,baseline,13445,High
2026-09-01 09:18:26,185.220.101.10,192.168.1.50,TCP,445,Malware Activity,0,9,11388,901,16,not_applicable,system,workstation-07,High,True,baseline,11388,High
2026-09-01 09:19:08,45.142.212.55,192.168.1.20,TCP,3389,Suspicious Connection,0,7,5061,486,14,not_applicable,system,web-01,High,True,baseline,5061,High
2026-09-01 09:19:17,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,8,16375,1089,22,not_applicable,system,web-01,High,True,baseline,16375,High
2026-09-01 09:19:46,185.220.101.10,192.168.1.50,TCP,445,Malware Activity,0,6,9628,1255,14,not_applicable,system,workstation-07,High,True,baseline,9628,High
2026-09-01 09:19:57,192.168.1.20,192.168.1.30,TCP,443,Login Attempt,0,1,994,681,2,success,morgan.lee,auth-01,Low,False,baseline,994,Low
2026-09-01 09:20:25,192.168.1.60,192.168.1.20,TCP,53,Normal Traffic,0,2,4779,153,3,not_applicable,system,web-01,Low,False,baseline,4779,Low
2026-09-01 09:20:38,192.168.1.60,192.168.1.20,TCP,443,Data Transfer,0,4,9132,1159,8,not_applicable,system,web-01,Low,False,baseline,9132,Low
2026-09-01 09:20:46,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,7,15411,667,10,not_applicable,system,web-01,High,True,baseline,15411,High
2026-09-01 09:21:36,192.168.1.20,192.168.1.20,UDP,53,Normal Traffic,0,3,2385,104,7,not_applicable,system,web-01,Low,False,baseline,2385,Low
2026-09-01 09:22:08,192.168.1.30,192.168.1.20,TCP,443,Data Transfer,0,3,2296,1231,5,not_applicable,system,web-01,Low,False,baseline,2296,Low
2026-09-01 09:22:48,192.168.1.60,192.168.1.20,TCP,443,Data Transfer,0,3,4546,866,5,not_applicable,system,web-01,Low,False,baseline,4546,Low
2026-09-01 09:23:36,192.168.1.50,192.168.1.20,UDP,443,Normal Traffic,0,3,1705,880,5,not_applicable,system,web-01,Low,False,baseline,1705,Low
2026-09-01 09:24:05,192.168.1.30,192.168.1.20,TCP,80,Normal Traffic,0,3,4371,306,5,not_applicable,system,web-01,Low,False,baseline,4371,Low
2026-09-01 09:24:16,192.168.1.50,192.168.1.20,TCP,443,Normal Traffic,0,2,4094,686,7,not_applicable,system,web-01,Low,False,baseline,4094,Low
2026-09-01 09:24:53,45.142.212.55,192.168.1.20,TCP,3389,Suspicious Connection,0,8,6778,483,18,not_applicable,system,web-01,High,True,baseline,6778,High
2026-09-01 09:25:09,91.108.4.100,192.168.1.20,TCP,3389,Suspicious Connection,0,10,12737,442,15,not_applicable,system,web-01,High,True,baseline,12737,High
2026-09-01 09:25:40,192.168.1.60,192.168.1.20,TCP,80,Normal Traffic,0,1,784,501,1,not_applicable,system,web-01,Low,False,baseline,784,Low
2026-09-01 09:25:51,192.168.1.30,192.168.1.20,UDP,53,Normal Traffic,0,1,2430,1159,5,not_applicable,system,web-01,Low,False,baseline,2430,Low
2026-09-01 09:26:40,192.168.1.30,192.168.1.30,TCP,443,Login Attempt,0,1,862,732,5,success,morgan.lee,auth-01,Low,False,baseline,862,Low
2026-09-01 09:27:23,192.168.1.50,192.168.1.30,TCP,443,Login Attempt,0,1,1478,370,2,success,morgan.lee,auth-01,Low,False,baseline,1478,Low
